ID_ANUNCIO,TP_ANUNCIO,FACE_SENTIDO,DIM_LARG_M,DIM_COMP_M,EMPRESA_ANUNCIANTE,EMPRESA_IMPLANTA,CADASTRO_DER,CADASTRO_DER_NRO,VALOR,OBS
010170004825,3,0,,,VERMEI MATERIAL DE CONSTRUÇÃO, ,,,,
010170004836,3,0,,,VERMEI MATERIAL DE CONSTRUÇÃO, ,,,,
010170004847,3,1,,,QUINTA DOS ROMEIROS, ,,,,
010170004858,4,1,,,QUINTA DOS ROMEIROS, ,,,,
010170004869,3,1,,,PAICOS ROUPAS FINAS, ,,,,
010170004871,1,0,,,PPW, ,,,,
010170004882,1,1,,,PPW, ,,,,
010170004893,0,1,,,, ,,,,
010170004904,4,0,,,AVM IMÓVEIS, ,,,,
010170004915,4,1,,,AVM IMÓVEIS, ,,,,
010170004926,1,0,,,MADERO, ,,,,
010170004937,3,0,,,MARGUTTI CARROCERIAS, ,,,,
010170004948,4,0,,,MARGUTTI CARROCERIAS, ,,,,
010170004959,1,0,,,CIAA, ,,,,
010170004961,1,0,,,CIAA, ,,,,
010170004972,1,1,,,GYNTUBOS, ,,,,
010170004983,1,1,,,GYNTUBOS, ,,,,
010170004994,3,1,,,MULTINACIONAL QUIMICA, ,,,,
010170005005,3,1,,,MULTINACIONAL QUIMICA, ,,,,
010170005016,4,1,,,SÃO VICENTE,IDEAL PAINEIS,,,,
010170005027,3,0,,,LINHARES, ,,,,
010170005038,2,1,,,POSTO BR, ,,,,
010170005049,2,0,,,POSTO BR, ,,,,
010170005051,3,1,,,DRILL CENTER, ,,,,
010170005062,3,1,,,GRAAL CASTELO, ,,,,
010170005073,3,0,,,AVM IMÓVEIS, ,,,,
010170005084,3,0,,,SAVEGNAGO, ,,,,
010170005095,0,0,,,, ,,,,
010170005106,3,1,,,RANCHO MINEIRO, ,,,,
010170005117,3,0,,,RANCHO MINEIRO, ,,,,
010170005128,1,0,,,RANCHO MINEIRO, ,,,,
010170005139,1,1,,,RANCHO MINEIRO, ,,,,
010170005141,3,0,,,HERGOZ, ,,,,
010170005152,3,1,,,HERGOZ, ,,,,
010170005163,1,0,,,POTY GUARANA, ,,,,
010170005174,1,1,,,POTY GUARANA, ,,,,
010170005185,0,0,,,, ,,,,
010170005196,3,0,,,JANGADA, ,,,,
010170005207,3,0,,,ORIGINAL CARRETAS, ,,,,
010170005218,3,0,,,AVM IMÓVEIS, ,,,,
010170005229,4,0,,,GAZIN SEMI JOIAS,APOCALIPSE PAINEIS,,,,
010170005231,3,0,,,MASTRA EQUIPAMENTOS, ,,,,
010170005242,0,1,,,LIMEIRA INDUSTRIAL PARK, ,,,,
010170005253,0,1,,,, ,,,,
010170005264,0,0,,,DVR EMPREENDIMENTOS, ,,,,
010170005275,3,0,,,MARAVILHAS DO LAR,J SILVA PAINEIS,,,,
010170005286,1,1,,,CITROSUCO,PAINEW,,,,
010170005297,1,1,,,CITROSUCO,PAINEW,,,,
010170005308,2,1,,,GRAAL CASTELO, ,,,,
010170005319,1,0,,,MOTEL DESLIZE, ,,,,
010170005321,1,1,,,MOTEL DESLIZE, ,,,,
010170005332,3,1,,,SHOPPING DOS PISOS, ,,,,
010170005343,3,1,,,LIGATEX ARGAMASSAS, ,,,,
010170005354,0,1,,,, ,,,,
010170005365,3,1,,,GRAAL TURMALINA,J SILVA PAINEIS,,,,
010170005376,3,0,,,NIGRO ALIMENTAÇÃO,BAURU PAINEIS,,,,
010170005387,3,1,,,GRAAL TURMALINA,J SILVA PAINEIS,,,,
010170005398,3,0,,,MC DONALDS, ,,,,
010170005409,3,0,,,GRAAL BARREIRENSE, ,,,,
010170005411,3,0,,,GRAAL BARREIRENSE, ,,,,
010170005422,0,0,,,, ,,,,
010170005433,0,0,,,, ,,,,
010170005444,3,0,,,RESTAURANTE PALADAR, ,,,,
010170005455,4,0,,,BOCÃO SHOPPING,,,,,
010170005466,4,0,,,NESCAFÉ ,J SILVA PAINEIS,,,,
010170005477,0,1,,,SANCA GALPÕES, ,,,,
010170005488,0,1,,,-, ,,,,
010170005499,1,0,,,JEQUITI, ,,,,
010170005501,1,0,,,JEQUITI, ,,,,
010170005512,1,0,,,SBT, ,,,,
010170005523,1,0,,,SBT, ,,,,
010170005534,3,0,,,POSTO PETROBRAS,M/EXT PAINEIS,,,,
010170005545,4,1,,,GOLD, ,,,,
010170005556,3,0,,,DETECT WATER, ,,,,
010170005567,0,1,,,-, ,,,,
010170005578,0,1,,,-, ,,,,
010170005589,3,1,,,ZW MOTORS, ,,,,
010170005591,3,1,,,SHOPPING ANHANGUERA, ,,,,
010170005602,4,1,,,GATTI VEICULOS, ,,,,
010170005613,3,1,,,ZEZINHO AUTOMOVEIS, ,,,,
010170005624,0,0,,,CBRE, ,,,,
010170005635,0,0,,, , ,,,,
010170005646,3,1,,,MATEC, ,,,,
010170005657,1,0,,,PROLOGIS GALPÕES LOGISTICOS, ,,,,
010170005668,1,0,,,PROLOGIS GALPÕES LOGISTICOS, ,,,,
010170005679,2,1,,,POSTO SHELL, ,,,,
010170005681,3,1,,,CAPITAL VILLE, ,,,,
010170005692,3,0,,,CAPITAL VILLE, ,,,,
010170005703,0,0,,,CBRE, ,,,,
010170005714,0,0,,,AMPLILUME,AMPLILUME PAINEIS,,,,
010170005725,3,1,,,RS SERVIÇOS,AMPLILUME PAINEIS,,,,
010170005736,3,1,,,RS SERVIÇOS,AMPLILUME PAINEIS,,,,
010170005747,0,0,,,AMPLILUME,AMPLILUME PAINEIS,,,,
010170005758,3,0,,,WCA BRASIL,AMPLILUME PAINEIS,,,,
010170005769,0,0,,,SAVOY, ,,,,
010170005771,3,1,,,FRANGO ASSADO,AMPLILUME PAINEIS,,,,
010170005782,0,0,,,AMPLILUME,AMPLILUME PAINEIS,,,,
010170005793,4,1,,,DKT FAST, ,,,,
010170005804,0,0,,,-, ,,,,
010170005815,0,0,,,M/EXT PAINEIS,M/EXT PAINEIS,,,,
010170005826,1,1,,,CORREIAS MERCURIO, ,,,,
010170005837,1,1,,,CORREIAS MERCURIO, ,,,,
010170005848,4,1,,,AURUM JUNDIAI,JUNDIAI OUTDOOR,,,,
010170005859,4,1,,,WIZARD,JUNDIAI OUTDOOR,,,,
010170005861,4,1,,,PORTAL DOS LAGOS,JUNDIAI OUTDOOR,,,,
010170005872,4,1,,,PROGRAMA NASCENTES JUNDIAI, ,,,,
010170005883,4,1,,,COCO BAMBU JUNDIAI, ,,,,
010170005894,3,1,,,ODEON RESIDENCIAL, ,,,,
010170005905,3,1,,,KRIOS CONSTRUÇÕES, ,,,,
010170005916,4,1,,,GIARDINO RESIDENCIAL, ,,,,
010170005927,4,1,,,ODEON RESIDENCIAL, ,,,,
010170005938,4,1,,,FINAMAX DIGITAL,PAINEIS SP,,,,
010170005949,0,0,,,-, ,,,,
010170005951,1,0,,,LUCHINI, ,,,,
010170005962,0,0,,,-, ,,,,
010170005973,0,0,,,-, ,,,,
010170005984,3,1,,,JUMP BARBECUE, ,,,,
010170005995,1,1,,,BOA EXPRESS, ,,,,
010170006006,1,1,,,BOA EXPRESS, ,,,,
010170006017,0,1,,,-, ,,,,
010170006028,0,0,,,-, ,,,,
010170006039,4,0,,,ARBORE ENGENHARIA, ,,,,
010170006041,3,1,,,EMPORIO DOM OLIVIO, ,,,,
010170006052,3,0,,,EMPORIO DOM OLIVIO, ,,,,
010170006063,0,0,,,-, ,,,,
010170006074,0,0,,,AUTO POSTO VIDEIRA, ,,,,
010170006085,2,1,,,FRANGO ASSADO, ,,,,
010170006096,3,1,,,ARBORE ENGENHARIA, ,,,,
010170006107,4,1,,,JUNDSONDAS, ,,,,
010170006118,4,0,,,FENIX PENSIONATO, ,,,,
010170006129,3,0,,,GAREN PORTOES AUTOMATICOS,MIDIA PAINEIS,,,,
010170006131,0,1,,,GLP, ,,,,
010170006142,0,1,,,GLP, ,,,,
010170006153,1,1,,,GLP, ,,,,
010170006164,1,1,,,GLP, ,,,,
010170006175,1,1,,,LAGO AZUL, ,,,,
010170006186,1,1,,,LAGO AZUL, ,,,,
010170006197,3,1,,,LAGO AZUL, ,,,,
010170006208,0,1,,,-, ,,,,
010170006219,0,1,,,-, ,,,,
010170006221,3,0,,,LAGO AZUL, ,,,,
010170006232,4,0,,,ORIGEM 75, ,,,,
010170006243,4,1,,,ALFALOG, ,,,,
010170006254,3,1,,,SAVEGNAGO, ,,,,
010170006265,1,1,,,VITÓRIA QUIMICA, ,,,,
010170006276,0,0,,,-, ,,,,
010170006287,1,0,,,ASTEN, ,,,,
010170006298,1,0,,,EATON, ,,,,
010170006309,1,0,,,EATON, ,,,,
010170006311,4,0,,,SWISS PARK OFFICE, ,,,,
010170006322,0,0,,,-, ,,,,
010170006333,0,1,,,-, ,,,,
010170006344,1,0,,,CARREFOUR, ,,,,
010170006355,0,0,,,-, ,,,,
010170006366,0,1,,,-, ,,,,
010170006377,3,1,,,EURO MOTEL, ,,,,
010170006388,3,0,,,AUTO POSTO SACI, ,,,,
010170006399,0,0,,,-, ,,,,
010170006401,1,1,,,EMBRAMACO, ,,,,
010170006412,0,0,,,-, ,,,,
010170006423,3,0,,,CASAS BAHIA, ,,,,
010170006434,0,0,,,-, ,,,,
010170006445,0,0,,,-, ,,,,
010170006456,0,0,,,-, ,,,,
010170006467,3,0,,,MEDITERRANEA, ,,,,
010170006478,0,0,,,-, ,,,,
010170006489,0,1,,,-, ,,,,
010170006491,4,1,,,BOSCH, ,,,,
010170006502,4,1,,,BOSCH, ,,,,
010170006513,0,1,,,-, ,,,,
010170006524,0,1,,,-, ,,,,
010170006535,3,1,,,SHOPPING DA UTILIDADE,BAURU PAINEIS,,,,
010170006546,1,1,,,RODEC ADAPTAÇÕES VEICULARES, ,,,,
010170006557,4,1,,,CAMPINAS CERVEJARIA, ,,,,
010170006568,4,1,,,CAMPINAS CERVEJARIA, ,,,,
010170006579,1,1,,,MULTILOG, ,,,,
010170006581,0,1,,,-, ,,,,
010170006592,1,1,,,CLIC CAMPINAS, ,,,,
010170006603,1,1,,,CLIC CAMPINAS, ,,,,
010170006614,1,1,,,TVG CAMINHÕES, ,,,,
010170006625,1,1,,,TVG CAMINHÕES, ,,,,
010170006636,0,1,,,-, ,,,,
010170006647,0,1,,,-, ,,,,
010170006658,1,1,,,ACESSÓRIOS 3 VIAS, ,,,,
010170006669,1,0,,,ACESSÓRIOS 3 VIAS, ,,,,
010170006671,3,0,,,TELHANORTE,CHANGE PAINEIS,,,,
010170006682,1,0,,,HOSTFIBER, ,,,,
010170006693,3,0,,,HOTEL DANINN, ,,,,
010170006704,0,0,,,-, ,,,,
010170006715,0,0,,,-, ,,,,
010170006726,1,0,,,GOODYEAR RECAPEX, ,,,,
010170006737,4,0,,,CARDANS LOTUS, ,,,,
010170006748,3,0,,,MARCELO CAMINHÕES, ,,,,
010170006759,3,1,,,MARCELO CAMINHÕES, ,,,,
010170006761,0,1,,,-, ,,,,
010170006772,0,1,,,-, ,,,,
010170006783,3,1,,,SOL MAIOR, ,,,,
010170006794,1,1,,,RETENFIX, ,,,,
010170006805,1,1,,,MOTORES CAMPINAS, ,,,,
010170006816,1,1,,,MOTORES CAMPINAS, ,,,,
010170006827,1,1,,,DUNLOP, ,,,,
010170006838,1,1,,,DUNLOP, ,,,,
010170006849,0,1,,,-, ,,,,
010170006851,4,1,,,NACIONAL SOL, ,,,,
010170006862,1,1,,,SUMAQ, ,,,,
010170006873,1,0,,,SUMAQ, ,,,,
010170006884,1,0,,,BAMBAM CAMINHÕES, ,,,,
010170006895,1,0,,,BAMBAM CAMINHÕES, ,,,,
010170006906,3,0,,,INTERCAMBIO PECAS,,,,,
010170006917,3,0,,,INTERCAMBIO PECAS,,,,,
010170006928,0,0,,,,,,,,
010170006939,0,0,,,,,,,,
010170006941,1,0,,,FEDEX,,,,,
010170006952,1,0,,,FEDEX,,,,,
010170006963,3,1,,,AMATOOLS,ILUMIX PAINEIS,,,,
010170006974,4,1,,,OMATUTO,ILUMIX PAINEIS,,,,
010170006985,1,1,,,ALFABUS,,,,,
010170006996,1,1,,,ALFABUS,,,,,
010170007007,0,1,,,,,,,,
010170007018,0,1,,,,,,,,
010170007029,2,0,,,SEGURE PROTEÇÃO VEICULAR,,,,,
010170007031,1,0,,,PPG,,,,,
010170007042,1,0,,,PPG,,,,,
010170007053,1,1,,,AUTO POSTO SUCAO,BAURU PAINEIS,,,,
010170007064,4,1,,,SHOW FAZENDINHA,BAURU PAINEIS,,,,
010170007075,1,0,,,RTE RODONAVES,,,,,
010170007086,4,1,,,RODOFORT GUERRA,,,,,
010170007097,4,1,,,RODOFORT GUERRA,,,,,
010170007108,1,1,,,SHERWIN WILLIAMS,,,,,
010170007119,1,1,,,SHERWIN WILLIAMS,,,,,
010170007121,0,0,,,,,,,,
010170007132,3,0,,,2JAPAO CAMINHOES,,,,,
010170007143,3,0,,,2JAPAO CAMINHOES,,,,,
010170007154,0,0,,,SUMARE CAMINHOES,,,,,
010170007165,1,0,,,SUMARE CAMINHOES,,,,,
010170007176,1,1,,,MUNDO DOS CAMINHOES,,,,,
010170007187,1,1,,,MUNDO DOS CAMINHOES,,,,,
010170007198,4,1,,,UNIMED CAMPINAS,BAURU PAINEIS,,,,
010170007209,4,1,,,UNIMED CAMPINAS,BAURU PAINEIS,,,,
010170007211,3,1,,,RETENFIX VEDAÇÕES,,,,,
010170007222,3,1,,,SOUFER,,,,,
010170007233,4,1,,,EMBALIXO,ILUMIX PAINEIS,,,,
010170007244,4,1,,,HOSTFIBER,ILUMIX PAINEIS,,,,
010170007255,4,1,,,HONDA,,,,,
010170007266,1,1,,,SOTREQ CAT,,,,,
010170007277,0,1,,,PLENA MAIS IMOVEIS,,,,,
010170007288,0,1,,,ELDORADO IMOVEIS,,,,,
010170007299,4,1,,,AÇUCAR CARAVELAS,,,,,
010170007301,0,0,,,SANCA GALPÕES, ,,,,
010170007312,4,0,,,TUDOR BATERIAS,BAURU PAINEIS,,,,
010170007323,3,0,,,APALOOSAS CHURRASCARIA, ,,,,
010170007334,3,0,,,RANCHO MINEIRO, ,,,,
010170007345,1,0,,,FILDI EVENTOS, ,,,,
010170007356,1,0,,,FILDI EVENTOS, ,,,,
010170007367,1,0,,,IC TRANSPORTES, ,,,,
010170007378,1,0,,,IC TRANSPORTES, ,,,,
010170007389,1,1,,,SCANIA, ,,,,
010170007391,1,1,,,SCANIA, ,,,,
010170007402,3,1,,,APALOOSAS CHURRASCARIA, ,,,,
010170007413,3,0,,,LOCAR, ,,,,
010170007424,0,1,,,IDEAL PAINEIS,IDEAL PAINEIS,,,,
010170007435,0,1,,,-,IDEAL PAINEIS,,,,
010170007446,1,0,,,VOLVO, ,,,,
010170007457,1,0,,,BRIDGESTONE, ,,,,
010170007468,1,0,,,BRIDGESTONE, ,,,,
010170007479,0,1,,,MULTI MEIOS , ,,,,
010170007481,0,1,,,-, ,,,,
010170007492,0,1,,,MIDIA PAINEIS,MIDIA PAINEIS,,,,
010170007503,4,1,,,UNYBRASIL AMBIENTAL, ,,,,
010170007514,2,0,,,RESTAURANTE E LANCHONETE PIRAJU, ,,,,
010170007525,1,0,,,CENTRO LOGISTO SÃO LOURENÇO, ,,,,
010170007536,4,1,,,SUDESTE PRÉ-FABRICADOS, ,,,,
010170007547,0,1,,,-, ,,,,
010170007558,4,0,,,CENTRO LOGISTO SÃO LOURENÇO, ,,,,
010170007569,1,0,,,MTX, ,,,,
010170007571,4,0,,,HELP IMÓVEIS, ,,,,
010170007582,1,0,,,AMBIPAR GROUP, ,,,,
010170007593,1,1,,,AMBIPAR GROUP, ,,,,
010170007604,0,1,,,JAGUARIUNA RODEO FESTIVAL, ,,,,
010170007615,0,1,,,JAGUARIUNA RODEO FESTIVAL, ,,,,
010170007626,4,0,,,UNYBRASIL AMBIENTAL, ,,,,
010170007637,0,0,,,-, ,,,,
010170007648,0,1,,,-, ,,,,
010170007659,1,0,,,CENTRO EMPRESARIAL BANDEIRANTES, ,,,,
010170007661,0,0,,,-, ,,,,
010170007672,1,0,,,VIA DIRETA, ,,,,
010170007683,4,0,,,VIA DIRETA, ,,,,
010170007694,4,0,,,VIA DIRETA, ,,,,
010170007705,1,0,,,-, ,,,,
010170007716,1,0,,,-, ,,,,
010170007727,1,1,,,LOJAS KACYUMARA, ,,,,
010170007738,1,1,,,LOJAS KACYUMARA, ,,,,
010170007749,1,1,,,LOJAS KACYUMARA, ,,,,
010170007751,1,1,,,LOJAS KACYUMARA, ,,,,
010170007762,1,1,,,MARAVILHAS DO LAR, ,,,,
010170007773,1,1,,,MARAVILHAS DO LAR, ,,,,
010170007784,1,1,,,LOJAS KACYUMARA, ,,,,
010170007795,0,1,,,-, ,,,,
010170007806,3,1,,,CEMARA LOTEAMENTOS, ,,,,
010170007817,3,0,,,CEMARA LOTEAMENTOS, ,,,,
010170007828,4,0,,,UDIAÇO,VEX PAINEIS,,,,
010170007839,1,0,,,TATU, ,,,,
010170007841,1,0,,,TATU, ,,,,
010170007852,1,0,,,TATU, ,,,,
010170007863,1,1,,,TATU, ,,,,
010170007874,4,1,,,VOLVO PEÇAS, ,,,,
010170007885,1,1,,,VOLVO PEÇAS, ,,,,
010170007896,1,0,,,VOLVO PEÇAS, ,,,,
010170007907,0,1,,,BAURU PAINEIS,BAURU PAINEIS,,,,
010170007918,4,0,,,KOPPERT,J SILVA PAINEIS,,,,
010170007929,0,0,,,-, ,,,,
010170007931,1,0,,,REBOCKS, ,,,,
010170007942,1,0,,,REBOCKS, ,,,,
010170007953,4,0,,,BLB BLOCOS E LAJES, ,,,,
010170007964,4,0,,,BLB BLOCOS E LAJES, ,,,,
010170007975,4,0,,,QUIMASSA MINERAÇÃO, ,,,,
010170007986,3,1,,,QUIMASSA MINERAÇÃO, ,,,,
010170007997,3,1,,,GRAAL TOPAZIO,APOCALIPSE PAINEIS,,,,
010170008008,0,1,,,-, ,,,,
010170008019,0,1,,,-, ,,,,
010170008021,1,1,,,CONSTRUJA DISTRIBUIDORA, ,,,,
010170008032,1,0,,,CONSTRUJA DISTRIBUIDORA, ,,,,
010170008043,3,0,,,SHOPPING DA UTILIDADE,J SILVA PAINEIS,,,,
010170008054,3,0,,,CONBRAZIL, ,,,,
010170008065,0,0,,,CONBRAZIL, ,,,,
010170008076,3,0,,,INTERCAMBIO, ,,,,
010170008087,3,0,,,INTERCAMBIO, ,,,,
010170008098,4,0,,,WFA ACOS, ,,,,
010170008109,0,0,,,-, ,,,,
010170008111,1,1,,,AÇO INOX - VAREJO E CALDEIRA, ,,,,
010170008122,1,1,,,VITAL - IMPLEMENTOS IMOBILIÁRIOS, ,,,,
010170008133,1,1,,,MARKBEM CITRUS, ,,,,
010170008144,1,1,,,MARKBEM CITRUS, ,,,,
010170008155,1,1,,,HOSTFIBER, ,,,,
010170008166,0,1,,,CHANGE PAINEIS,CHANGE PAINEIS,,,,
010170008177,0,1,,,REGEMP, ,,,,
010170008188,2,0,,,AUTO POSTO CONCHA DE OURO,APOCALIPSE PAINEIS,,,,
010170008199,1,0,,,REBOCKS, ,,,,
010170008201,1,0,,,REBOCKS, ,,,,
010170008212,1,0,,,TOP CAMINHÕES, ,,,,
010170008223,1,1,,,TOP CAMINHÕES, ,,,,
010170008234,1,1,,,ZARZUELA - SALAO DE EVENTOS, ,,,,
010170008245,1,1,,,ZARZUELA - SALAO DE EVENTOS, ,,,,
010170008256,0,1,,,-, ,,,,
010170008267,1,1,,,UNIP - UNIVERSIDADE PAULITA, ,,,,
010170008278,1,1,,,UNIP - UNIVERSIDADE PAULITA, ,,,,
010170008289,3,1,,,PATIO LIMEIRA SHOPPING, ,,,,
010170008291,0,0,,,AVM IMOVEIS, ,,,,
